post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral
822,LinkedIn,image,Entertainment,UR,JP,2025-05-22 15:10:00,#Viral #Trending #Entertainment #Funny #FollowForMore #ShowBiz #MovieTime,0.59,48218,2120,815,326,0.0677,0
823,LinkedIn,article,Health,DE,FR,2025-04-02 09:18:00,#HealthTips #Nutrition #Health #Fitness #MentalHealth,0.16,33550,602,231,92,0.0277,0
824,LinkedIn,article,Sports,ES,IN,2025-09-25 10:48:00,#Football #Training #Sports #Basketball #Fitness,0.05,36724,635,244,97,0.0266,0
825,LinkedIn,carousel,Health,ES,AU,2025-02-15 14:07:00,#Wellness #Nutrition #Health #Fitness #MentalHealth,0.91,15779,885,340,136,0.0864,1
826,LinkedIn,article,Business,FR,MX,2025-03-12 14:48:00,#Hustle #CareerGrowth #BusinessTips #StartupLife #Entrepreneur #Leadership,0.83,28193,1716,660,264,0.0937,1
827,LinkedIn,article,Business,EN,BR,2025-04-28 09:44:00,#Leadership #StartupLife #Entrepreneur,0.49,1481,122,47,18,0.1279,1
828,LinkedIn,poll,Lifestyle,UR,AU,2025-07-11 10:48:00,#Motivation #MindfulLiving #DailyLife #Positivity #Wellness #Lifestyle,0.57,2888,141,54,21,0.0756,0
829,LinkedIn,poll,Health,FR,MX,2025-02-27 09:59:00,#Wellness #HealthTips #Fitness #MentalHealth,0.93,20881,973,374,149,0.0717,0
830,LinkedIn,article,Business,UR,BR,2025-09-19 09:53:00,#StartupLife #Entrepreneur #CareerGrowth #Hustle,0.6,26608,1636,629,251,0.0946,1
831,LinkedIn,video,Travel,JA,AU,2025-11-02 10:39:00,#Travel #Journey #ExploreMore,0.27,1000,35,13,5,0.0544,0
832,LinkedIn,carousel,Food,ES,IN,2025-01-28 10:47:00,#Food #Cooking #Recipe #FoodBlog #MustTry,0.42,8869,325,125,50,0.0565,0
833,LinkedIn,image,Travel,FR,IN,2025-11-22 21:01:00,#Adventure #Travel #ExploreMore #Tourism #Wanderlust #Journey,0.09,37532,1184,455,182,0.0486,0
834,LinkedIn,article,Food,JA,IN,2025-12-21 09:43:00,#Food #MustTry #Recipe #Foodie #Cooking #FoodBlog,0.41,3885,242,93,37,0.0962,1
835,LinkedIn,image,Lifestyle,JA,BR,2025-05-17 14:15:00,#Positivity #Lifestyle #Wellness #Motivation #DailyLife #MindfulLiving,0.16,49662,836,321,128,0.0259,0
836,LinkedIn,image,Entertainment,DE,JP,2025-08-30 14:57:00,#MovieTime #Funny #ShowBiz #Viral #FollowForMore,-0.03,12400,622,239,95,0.0773,0
837,LinkedIn,image,Travel,DE,UK,2025-03-17 15:34:00,#Wanderlust #Tourism #Travel #Journey #Adventure #ExploreMore,0.62,31576,1584,609,243,0.0772,0
838,LinkedIn,poll,Sports,EN,DE,2025-09-17 20:38:00,#Cricket #Workout #Fitness #Training #Sports,0,28458,1998,768,307,0.1081,1
839,LinkedIn,poll,Fashion,EN,AU,2025-02-23 14:42:00,#Lookbook #Style #OOTD #FashionTips,0.84,25466,1550,596,238,0.0937,1
840,LinkedIn,carousel,Fashion,PT,BR,2025-10-23 15:48:00,#Style #TrendingStyle #Lookbook,0.25,13342,854,328,131,0.0985,1
841,LinkedIn,poll,Entertainment,JA,MX,2025-02-06 09:48:00,#Trending #Viral #Funny #Entertainment #FollowForMore #ShowBiz,0.58,14571,428,164,65,0.0453,0
842,LinkedIn,article,Entertainment,UR,JP,2025-03-02 14:25:00,#MovieTime #Funny #Trending,0.62,20908,1012,389,155,0.0745,0
843,LinkedIn,poll,Travel,EN,JP,2025-01-17 14:16:00,#Tourism #Journey #Travel #Adventure #Wanderlust #ExploreMore,-0.66,32945,1646,633,253,0.0769,0
844,LinkedIn,article,Travel,UR,AU,2025-02-17 09:24:00,#Wanderlust #Adventure #Tourism #Travel #ExploreMore #Journey,0.82,30569,1030,396,158,0.0519,0
845,LinkedIn,carousel,Entertainment,EN,MX,2025-10-31 00:28:00,#Funny #Viral #FollowForMore,0.74,36105,2447,941,376,0.1043,1
846,LinkedIn,article,Lifestyle,HI,AU,2025-09-09 15:54:00,#Lifestyle #Motivation #Wellness #DailyLife,0.49,6034,179,69,27,0.0458,0
847,LinkedIn,carousel,Business,EN,FR,2025-12-01 12:19:00,#Entrepreneur #StartupLife #CareerGrowth #BusinessTips,0.2,8608,178,68,27,0.032,0
848,LinkedIn,video,Sports,EN,JP,2025-09-12 15:45:00,#Workout #Football #Cricket #Sports #Fitness #Training #Basketball,0.73,28672,605,233,93,0.0325,0
849,LinkedIn,article,Lifestyle,DE,JP,2025-07-25 10:07:00,#DailyLife #Lifestyle #MindfulLiving,0.67,36777,1645,633,253,0.0689,0
850,LinkedIn,image,Travel,HI,MX,2025-10-26 09:12:00,#Wanderlust #Adventure #Tourism #Travel,0.71,1797,44,17,6,0.0379,0
851,LinkedIn,image,Food,EN,UK,2025-03-12 10:51:00,#Foodie #Recipe #FoodBlog #MustTry,0.5,37243,2319,892,356,0.0958,1
852,LinkedIn,poll,Entertainment,ES,MX,2025-09-19 09:32:00,#Funny #Viral #MovieTime,0.65,42000,1832,704,281,0.0671,0
853,LinkedIn,video,Lifestyle,PT,US,2025-08-10 14:01:00,#MindfulLiving #Motivation #Positivity #DailyLife,0.92,9344,526,202,81,0.0867,1
854,LinkedIn,poll,Health,ES,BR,2025-11-03 15:27:00,#Health #MentalHealth #Nutrition #Fitness #HealthTips #Wellness,-0.18,19178,699,269,107,0.0561,0
855,LinkedIn,carousel,Education,UR,AU,2025-11-06 14:32:00,#StudyTips #AcademicSuccess #Education #Certification #Knowledge #Learning,0.99,35913,2170,834,333,0.093,1
856,LinkedIn,article,Lifestyle,UR,UK,2025-05-28 10:59:00,#DailyLife #Wellness #MindfulLiving #Positivity #Motivation,0.6,45308,2124,817,326,0.0722,0
857,LinkedIn,image,Food,PT,BR,2025-11-10 04:49:00,#Cooking #Foodie #MustTry #Recipe #FoodBlog #Food,0.09,12364,261,100,40,0.0326,0
858,LinkedIn,image,Business,FR,CA,2025-11-21 05:51:00,#StartupLife #Entrepreneur #CareerGrowth #Leadership #Hustle #BusinessTips,0.49,40713,825,317,127,0.0312,0
859,LinkedIn,article,Health,PT,US,2025-02-04 14:29:00,#HealthTips #Fitness #MentalHealth #Health #Wellness #Nutrition,-0.43,33083,1489,572,229,0.0693,0
860,LinkedIn,carousel,Health,PT,DE,2025-03-03 09:48:00,#Health #Nutrition #Fitness,0.72,9350,726,279,111,0.1196,1
861,LinkedIn,carousel,Business,EN,CA,2025-01-31 14:46:00,#StartupLife #CareerGrowth #Entrepreneur #BusinessTips #Hustle,0.74,18480,1654,636,254,0.1378,1
862,LinkedIn,image,Business,ES,US,2025-10-11 10:51:00,#Entrepreneur #Leadership #BusinessTips #CareerGrowth #StartupLife #Hustle,-0.14,17134,1114,428,171,0.1001,1
863,LinkedIn,video,Business,JA,CA,2025-03-26 07:06:00,#Entrepreneur #StartupLife #CareerGrowth,0.76,26342,1358,522,209,0.0793,0
864,LinkedIn,video,Entertainment,HI,FR,2025-12-31 10:56:00,#ShowBiz #Funny #FollowForMore #Entertainment #Trending #Viral,0.8,29616,2362,908,363,0.1227,1
865,LinkedIn,poll,Education,DE,US,2025-09-13 15:38:00,#Knowledge #Education #Learning #Certification,0.14,12035,805,309,123,0.103,1
866,LinkedIn,video,Business,DE,DE,2025-07-27 14:24:00,#CareerGrowth #BusinessTips #Entrepreneur #StartupLife #Leadership #Hustle,-0.19,38464,1285,494,197,0.0514,0
867,LinkedIn,carousel,Technology,JA,FR,2025-08-17 02:16:00,#MachineLearning #DataScience #CodingLife #Innovation #Programming,0.53,39370,2505,963,385,0.0979,1
868,LinkedIn,poll,Fashion,FR,US,2025-07-15 10:45:00,#Fashion #FashionTips #Lookbook #Style,0.96,30694,896,344,137,0.045,0
869,LinkedIn,video,Health,UR,MX,2025-04-28 10:04:00,#Health #HealthTips #Nutrition #Fitness,0.87,49568,1526,587,234,0.0474,0
870,LinkedIn,poll,Travel,PT,MX,2025-05-01 10:45:00,#Travel #Journey #Wanderlust,-0.11,9135,561,216,86,0.0947,1
871,LinkedIn,poll,Education,ES,MX,2025-10-01 07:00:00,#Education #Knowledge #Learning #AcademicSuccess #StudyTips,0.5,31740,844,324,129,0.0409,0
872,LinkedIn,video,Business,DE,CA,2025-05-23 15:45:00,#Hustle #Entrepreneur #Leadership,0.85,5395,520,200,80,0.1484,1
873,LinkedIn,video,Technology,UR,JP,2025-09-28 21:25:00,#Innovation #CodingLife #TechTrends #Programming #DataScience #MachineLearning #AI,0.06,27717,672,258,103,0.0373,0
874,LinkedIn,carousel,Sports,EN,BR,2025-02-07 14:07:00,#Basketball #Training #Workout #Football #Fitness #Sports #Cricket,0.85,15127,783,301,120,0.0798,0
875,LinkedIn,video,Travel,ES,UK,2025-07-22 09:57:00,#Wanderlust #Tourism #ExploreMore #Adventure #Journey #Travel,0.03,28249,2148,826,330,0.117,1
876,LinkedIn,video,Sports,HI,UK,2025-07-11 15:56:00,#Training #Basketball #Sports #Football #Fitness #Workout #Cricket,-0.22,32421,526,202,81,0.025,0
877,LinkedIn,image,Business,UR,AU,2025-03-26 09:47:00,#Leadership #StartupLife #BusinessTips #CareerGrowth #Hustle #Entrepreneur,0.64,41168,2106,810,324,0.0787,0
878,LinkedIn,poll,Education,UR,DE,2025-01-27 18:56:00,#StudyTips #Certification #Learning #Knowledge #AcademicSuccess #Education,-0.66,44294,2110,811,324,0.0733,0
879,LinkedIn,image,Sports,ES,BR,2025-02-17 08:14:00,#Sports #Football #Training,-0.82,38309,739,284,113,0.0297,0
880,LinkedIn,video,Health,UR,BR,2025-01-01 05:02:00,#Nutrition #MentalHealth #Health #HealthTips #Wellness,-0.85,45080,1513,582,232,0.0517,0
881,LinkedIn,article,Travel,DE,CA,2025-07-10 08:35:00,#Journey #Wanderlust #ExploreMore #Tourism #Travel #Adventure,0.19,17075,499,192,76,0.045,0
882,LinkedIn,article,Health,JA,UK,2025-06-18 09:46:00,#Health #HealthTips #Fitness #Wellness #Nutrition #MentalHealth,0.91,15349,1372,527,211,0.1376,1
883,LinkedIn,video,Travel,ES,IN,2025-12-24 14:47:00,#Tourism #ExploreMore #Wanderlust #Adventure #Travel #Journey,0.69,44442,928,357,142,0.0321,0
884,LinkedIn,image,Technology,PT,FR,2025-08-10 15:21:00,#AI #DataScience #MachineLearning #TechTrends #Innovation,-0.64,15026,477,183,73,0.0489,0
885,LinkedIn,video,Lifestyle,FR,CA,2025-03-26 14:24:00,#Lifestyle #MindfulLiving #Wellness,-0.2,36413,1398,537,215,0.0591,0
886,LinkedIn,article,Sports,EN,US,2025-08-30 10:53:00,#Workout #Training #Football #Sports #Basketball,0.59,7551,137,53,21,0.0281,0
887,LinkedIn,poll,Entertainment,EN,CA,2025-01-01 06:10:00,#ShowBiz #FollowForMore #Entertainment #Trending #MovieTime #Viral,0.72,41156,1575,606,242,0.0589,0
888,LinkedIn,article,Travel,UR,MX,2025-11-26 16:31:00,#Adventure #Wanderlust #Travel #Journey #ExploreMore #Tourism,0.89,24511,2324,894,357,0.1459,1
889,LinkedIn,image,Lifestyle,PT,FR,2025-05-01 09:20:00,#DailyLife #Positivity #MindfulLiving #Motivation,0.45,39514,3133,1205,482,0.122,1
890,LinkedIn,video,Entertainment,JA,MX,2025-03-18 09:21:00,#Trending #Funny #Viral #FollowForMore #MovieTime #ShowBiz #Entertainment,-0.4,45016,1936,744,297,0.0662,0
891,LinkedIn,poll,Lifestyle,FR,JP,2025-12-02 10:12:00,#Lifestyle #MindfulLiving #Wellness #DailyLife #Motivation,0.7,44144,4050,1557,623,0.1412,1
892,LinkedIn,image,Travel,ES,DE,2025-12-29 14:55:00,#Adventure #Travel #Journey #Tourism #Wanderlust #ExploreMore,0.99,10710,218,84,33,0.0314,0
893,LinkedIn,video,Business,JA,UK,2025-04-14 13:49:00,#Hustle #StartupLife #Leadership,-0.01,1179,22,8,3,0.0304,0
894,LinkedIn,poll,Business,FR,MX,2025-06-20 23:32:00,#Leadership #CareerGrowth #Entrepreneur #Hustle #BusinessTips,0.83,36856,1466,564,225,0.0612,0
895,LinkedIn,carousel,Technology,UR,DE,2025-01-10 09:53:00,#TechTrends #Innovation #CodingLife #MachineLearning #Programming #AI,0.58,43733,3511,1350,540,0.1235,1
896,LinkedIn,video,Food,UR,FR,2025-05-16 10:14:00,#Foodie #Recipe #Food #MustTry #FoodBlog #Cooking,-0.06,36818,2678,1030,412,0.1119,1
897,LinkedIn,article,Fashion,UR,CA,2025-12-06 10:42:00,#OOTD #Fashion #Style #TrendingStyle #Lookbook #FashionTips,0.52,45897,2170,834,333,0.0728,0
898,LinkedIn,image,Business,JA,US,2025-02-20 14:42:00,#Hustle #StartupLife #CareerGrowth #BusinessTips #Entrepreneur,0.5,7396,533,205,82,0.111,1
899,LinkedIn,image,Lifestyle,HI,IN,2025-03-21 00:04:00,#DailyLife #Lifestyle #Positivity #MindfulLiving #Wellness,0.9,36035,1978,761,304,0.0845,1
900,LinkedIn,article,Travel,UR,IN,2025-07-02 11:24:00,#ExploreMore #Wanderlust #Travel #Journey,0.2,6663,546,210,84,0.1264,1
901,LinkedIn,video,Sports,DE,MX,2025-09-25 17:30:00,#Football #Sports #Training #Basketball #Fitness #Workout #Cricket,0.51,42778,2190,842,337,0.0788,0
902,LinkedIn,poll,Entertainment,FR,JP,2025-10-13 12:41:00,#Viral #Entertainment #MovieTime #FollowForMore #Funny,0.61,44553,3884,1494,597,0.1341,1
903,LinkedIn,image,Health,EN,DE,2025-08-26 09:33:00,#Health #HealthTips #Wellness #MentalHealth #Fitness #Nutrition,0.89,42817,1823,701,280,0.0655,0
904,LinkedIn,image,Fashion,PT,UK,2025-01-20 01:42:00,#Lookbook #OOTD #TrendingStyle #Fashion,0.91,5875,570,219,87,0.1496,1
905,LinkedIn,image,Entertainment,JA,UK,2025-06-03 09:20:00,#MovieTime #Entertainment #Viral #ShowBiz,0.46,18314,1311,504,201,0.1102,1
906,LinkedIn,image,Entertainment,ES,CA,2025-04-19 09:03:00,#Trending #Funny #MovieTime #Entertainment #ShowBiz,0.75,46251,2747,1056,422,0.0914,1
907,LinkedIn,poll,Lifestyle,HI,FR,2025-01-21 15:42:00,#Motivation #Lifestyle #DailyLife #Wellness #MindfulLiving,-0.47,8001,487,187,75,0.0938,1
908,LinkedIn,article,Travel,DE,FR,2025-10-05 10:35:00,#Travel #Wanderlust #Adventure #Journey,0.74,7807,514,198,79,0.1015,1
909,LinkedIn,article,Travel,FR,MX,2025-03-28 21:15:00,#Travel #ExploreMore #Wanderlust #Tourism #Journey #Adventure,0.44,14828,887,341,136,0.0921,1
910,LinkedIn,carousel,Business,UR,DE,2025-03-11 15:18:00,#Entrepreneur #Leadership #BusinessTips #StartupLife #Hustle,0.76,1095,102,39,15,0.1446,1
911,LinkedIn,carousel,Food,FR,UK,2025-12-20 10:37:00,#MustTry #Foodie #FoodBlog,-0.08,17383,1041,400,160,0.0922,1
912,LinkedIn,article,Health,ES,BR,2025-05-22 18:41:00,#Nutrition #Health #HealthTips #Wellness,0.52,10462,272,104,41,0.0401,0
913,LinkedIn,article,Education,DE,FR,2025-07-13 21:28:00,#Education #Certification #AcademicSuccess #StudyTips #Knowledge #Learning,0.23,44404,1365,525,210,0.0473,0
914,LinkedIn,carousel,Lifestyle,PT,US,2025-05-10 15:03:00,#MindfulLiving #Positivity #Motivation,0.47,19822,500,192,77,0.0389,0
915,LinkedIn,image,Sports,PT,US,2025-08-31 16:37:00,#Football #Training #Fitness #Basketball #Sports #Cricket,0.28,18671,473,182,72,0.0391,0
916,LinkedIn,video,Travel,ES,US,2025-05-01 12:35:00,#Journey #Adventure #Travel #ExploreMore #Wanderlust #Tourism,0.56,44141,2400,923,369,0.0837,1
917,LinkedIn,image,Health,EN,IN,2025-10-18 03:57:00,#Fitness #Wellness #HealthTips #Nutrition #MentalHealth,-1,2282,54,21,8,0.0369,0
918,LinkedIn,poll,Health,DE,US,2025-09-04 09:19:00,#MentalHealth #Fitness #HealthTips #Nutrition #Health #Wellness,0.98,38041,2444,940,376,0.0989,1
919,LinkedIn,article,Health,JA,CA,2025-04-11 10:54:00,#Fitness #MentalHealth #Wellness #Nutrition #HealthTips,0.66,37859,637,245,98,0.0259,0
920,LinkedIn,article,Entertainment,ES,BR,2025-07-30 06:26:00,#MovieTime #Entertainment #ShowBiz #FollowForMore #Trending #Funny #Viral,-0.09,7347,109,42,16,0.023,0
921,LinkedIn,article,Food,PT,IN,2025-05-24 14:05:00,#Foodie #FoodBlog #Food #Recipe #MustTry,0.07,42229,3189,1226,490,0.1162,1
922,LinkedIn,video,Technology,JA,UK,2025-10-05 09:52:00,#Programming #TechTrends #DataScience #AI,0.75,38727,1472,566,226,0.0585,0
923,LinkedIn,carousel,Education,DE,JP,2025-10-12 00:06:00,#AcademicSuccess #Learning #Knowledge #Certification #StudyTips #Education,0.43,12756,370,142,57,0.0447,0
924,LinkedIn,video,Business,ES,UK,2025-08-24 15:39:00,#BusinessTips #Hustle #Entrepreneur #CareerGrowth,0.93,20634,1774,682,273,0.1323,1
925,LinkedIn,carousel,Sports,HI,MX,2025-08-31 10:02:00,#Fitness #Workout #Basketball #Sports #Cricket #Football #Training,0.65,29483,982,378,151,0.0513,0
926,LinkedIn,video,Lifestyle,DE,JP,2025-03-22 19:42:00,#DailyLife #Positivity #Wellness #Lifestyle #MindfulLiving #Motivation,0.76,49065,3909,1503,601,0.1226,1
927,LinkedIn,article,Business,PT,UK,2025-07-12 14:55:00,#BusinessTips #Entrepreneur #Hustle #CareerGrowth #StartupLife #Leadership,0.79,47691,3595,1382,553,0.116,1
928,LinkedIn,video,Technology,ES,AU,2025-04-29 07:32:00,#Innovation #AI #MachineLearning #CodingLife #Programming #TechTrends #DataScience,0.73,12685,245,94,37,0.0297,0
929,LinkedIn,carousel,Business,ES,BR,2025-12-24 16:39:00,#BusinessTips #CareerGrowth #Hustle #StartupLife #Entrepreneur #Leadership,0.57,23130,404,155,62,0.0269,0
930,LinkedIn,article,Technology,EN,US,2025-02-12 09:44:00,#TechTrends #AI #Programming #DataScience,0.78,40640,735,283,113,0.0279,0
931,LinkedIn,video,Education,DE,FR,2025-12-11 14:16:00,#Learning #AcademicSuccess #Education #Knowledge,0.72,19820,1082,416,166,0.084,1
932,LinkedIn,article,Sports,ES,UK,2025-09-14 01:24:00,#Sports #Cricket #Basketball #Workout #Training #Football,0.4,18123,1431,550,220,0.1216,1
933,LinkedIn,carousel,Education,DE,IN,2025-07-05 08:09:00,#StudyTips #AcademicSuccess #Learning #Certification #Education #Knowledge,0.06,22079,832,320,128,0.058,0
934,LinkedIn,article,Education,UR,MX,2025-10-23 09:45:00,#Certification #StudyTips #Learning,0.54,40459,3226,1241,496,0.1227,1
935,LinkedIn,poll,Travel,DE,US,2025-11-16 16:08:00,#Travel #Wanderlust #Journey,-0.22,17568,1103,424,169,0.0967,1
936,LinkedIn,article,Fashion,EN,UK,2025-11-17 20:35:00,#TrendingStyle #Style #FashionTips #Lookbook #Fashion #OOTD,0.55,45105,906,348,139,0.0309,0
937,LinkedIn,carousel,Food,UR,MX,2025-09-25 14:19:00,#Food #Foodie #Recipe #Cooking,0.83,35624,1824,701,280,0.0788,0
938,LinkedIn,article,Lifestyle,UR,IN,2025-08-25 12:40:00,#DailyLife #Motivation #Wellness #MindfulLiving #Lifestyle #Positivity,0.54,45286,1946,748,299,0.0661,0
939,LinkedIn,poll,Sports,UR,BR,2025-01-12 15:19:00,#Training #Football #Workout #Sports #Basketball #Cricket,0.73,33831,1926,741,296,0.0876,1
940,LinkedIn,image,Education,ES,JP,2025-11-09 01:44:00,#Learning #Knowledge #Certification #Education #StudyTips,0.53,24269,720,277,110,0.0457,0
941,LinkedIn,poll,Lifestyle,DE,IN,2025-07-22 04:06:00,#Lifestyle #Wellness #Positivity,0.83,9111,550,211,84,0.093,1
942,LinkedIn,poll,Business,FR,CA,2025-02-16 06:13:00,#CareerGrowth #StartupLife #Entrepreneur #BusinessTips,0.23,48406,930,358,143,0.0296,0
943,LinkedIn,article,Food,JA,DE,2025-07-19 15:46:00,#Food #MustTry #Foodie #FoodBlog #Cooking #Recipe,0.6,28198,674,259,103,0.0368,0
944,LinkedIn,video,Food,EN,BR,2025-12-19 15:44:00,#Cooking #MustTry #Food #FoodBlog #Foodie #Recipe,0.14,26674,1025,394,157,0.0592,0
945,LinkedIn,image,Sports,EN,IN,2025-06-09 03:33:00,#Training #Cricket #Football #Sports #Workout #Fitness #Basketball,0.72,23475,1925,740,296,0.1262,1
946,LinkedIn,poll,Sports,PT,BR,2025-03-29 05:38:00,#Cricket #Fitness #Sports #Workout #Basketball #Football #Training,0.45,17721,1482,570,228,0.1287,1
947,LinkedIn,image,Sports,PT,US,2025-07-07 10:31:00,#Basketball #Training #Sports #Cricket #Workout #Football,0.91,3762,355,136,54,0.1456,1
948,LinkedIn,article,Fashion,FR,DE,2025-07-19 09:24:00,#Lookbook #TrendingStyle #Fashion #Style,-0.81,12502,594,228,91,0.0732,0
949,LinkedIn,image,Education,DE,US,2025-08-09 10:36:00,#StudyTips #Certification #AcademicSuccess,0.12,10345,572,220,88,0.0851,1
950,LinkedIn,poll,Lifestyle,UR,US,2025-03-01 09:28:00,#Motivation #MindfulLiving #DailyLife #Positivity,0.26,49277,3775,1452,580,0.1179,1
951,LinkedIn,video,Health,EN,BR,2025-04-30 19:07:00,#Health #Fitness #MentalHealth,0.41,4112,211,81,32,0.0794,0
952,LinkedIn,poll,Food,HI,UK,2025-05-27 09:28:00,#FoodBlog #Foodie #Recipe #Cooking #MustTry,0.09,25632,1829,703,281,0.1098,1
953,LinkedIn,image,Fashion,JA,IN,2025-09-25 14:24:00,#FashionTips #Style #Lookbook #TrendingStyle #Fashion #OOTD,0.7,21289,1288,495,198,0.0931,1
954,LinkedIn,video,Sports,FR,IN,2025-04-05 07:49:00,#Training #Basketball #Workout #Sports,0.82,37563,2046,787,314,0.0839,1
955,LinkedIn,carousel,Entertainment,JA,FR,2025-01-16 05:13:00,#Funny #MovieTime #Viral #ShowBiz #FollowForMore,0.76,24711,1676,644,257,0.1044,1
956,LinkedIn,poll,Sports,EN,UK,2025-01-02 13:07:00,#Workout #Cricket #Training #Basketball,0.73,10649,510,196,78,0.0739,0
957,LinkedIn,image,Fashion,ES,FR,2025-12-05 15:24:00,#TrendingStyle #Fashion #Style #FashionTips #Lookbook,-0.15,45936,3085,1186,474,0.1034,1
958,LinkedIn,video,Fashion,DE,CA,2025-06-22 03:53:00,#OOTD #TrendingStyle #Style #Fashion,0.86,34359,1325,509,203,0.0594,0
959,LinkedIn,article,Technology,ES,JP,2025-04-25 15:25:00,#AI #Programming #CodingLife #TechTrends #DataScience #Innovation,0.8,41100,1771,681,272,0.0663,0
960,LinkedIn,article,Technology,HI,FR,2025-09-28 14:18:00,#Innovation #AI #DataScience #CodingLife #MachineLearning #Programming #TechTrends,0.06,39172,2978,1145,458,0.117,1
961,LinkedIn,carousel,Sports,EN,DE,2025-04-23 08:57:00,#Basketball #Training #Cricket #Football #Fitness #Sports,0.97,10157,789,303,121,0.1195,1
962,LinkedIn,carousel,Sports,ES,DE,2025-01-10 09:55:00,#Workout #Training #Basketball #Cricket #Sports #Football,0.96,5377,436,167,67,0.1248,1
963,LinkedIn,image,Technology,PT,AU,2025-12-12 09:12:00,#TechTrends #MachineLearning #AI #CodingLife,-0.72,47852,2756,1060,424,0.0886,1
964,LinkedIn,video,Education,PT,IN,2025-08-28 09:00:00,#Education #Learning #AcademicSuccess #Knowledge,0.63,15343,1126,433,173,0.113,1
965,LinkedIn,video,Fashion,DE,MX,2025-08-28 14:07:00,#Style #TrendingStyle #Fashion #OOTD,0.58,39833,757,291,116,0.0293,0
966,LinkedIn,video,Food,DE,US,2025-03-14 09:02:00,#Recipe #Cooking #FoodBlog,-0.79,14427,630,242,97,0.0673,0
967,LinkedIn,article,Health,JA,AU,2025-02-25 14:50:00,#Nutrition #HealthTips #Wellness #Health #Fitness #MentalHealth,0.12,33215,2447,941,376,0.1134,1
968,LinkedIn,poll,Fashion,ES,IN,2025-11-18 15:36:00,#OOTD #TrendingStyle #FashionTips #Fashion #Style #Lookbook,0.07,8535,593,228,91,0.107,1
969,LinkedIn,video,Fashion,DE,FR,2025-01-15 15:01:00,#Lookbook #FashionTips #TrendingStyle #Style #Fashion #OOTD,0.44,33536,1075,413,165,0.0493,0
970,LinkedIn,carousel,Fashion,ES,US,2025-07-06 12:09:00,#Lookbook #Style #FashionTips,0.61,45163,1247,479,191,0.0425,0
971,LinkedIn,carousel,Education,EN,DE,2025-10-04 03:16:00,#AcademicSuccess #Education #Learning #Knowledge #StudyTips #Certification,-0.88,38215,1092,420,168,0.044,0
